"EmpNumber","Age","Gender","EducationBackground","MaritalStatus","EmpDepartment","EmpJobRole","BusinessTravelFrequency","DistanceFromHome","EmpEducationLevel","EmpEnvironmentSatisfaction","EmpHourlyRate","EmpJobInvolvement","EmpJobLevel","EmpJobSatisfaction","NumCompaniesWorked","OverTime","EmpLastSalaryHikePercent","EmpRelationshipSatisfaction","TotalWorkExperienceInYears","TrainingTimesLastYear","EmpWorkLifeBalance","ExperienceYearsAtThisCompany","ExperienceYearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","PerformanceRating"
"E1002058","21","Male","Marketing","Single","Sales","Sales Representative","Travel_Rarely","7","1","2","31","3","1","2","1","No","13","2","1","3","3","1","0","1","0","Yes","3"
"E1002060","38","Female","Other","Married","Research & Development","Manager R&D","Travel_Rarely","6","2","4","40","2","1","3","1","No","11","2","5","3","3","5","4","0","4","No","3"
"E1002061","22","Female","Medical","Married","Research & Development","Manager R&D","Travel_Rarely","8","1","3","79","3","1","1","1","Yes","17","3","1","6","3","1","0","0","0","Yes","3"
"E1002062","31","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","29","4","1","91","2","2","4","1","No","14","1","13","3","3","12","7","5","7","No","2"
"E1002067","46","Male","Medical","Divorced","Research & Development","Research Director","Travel_Rarely","2","4","3","46","3","5","4","7","Yes","17","3","24","3","3","2","1","2","2","No","3"
"E1002068","36","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Rarely","10","3","4","90","3","3","1","7","Yes","13","4","15","1","3","12","8","5","7","No","3"
"E1002070","44","Male","Medical","Divorced","Research & Development","Research Scientist","Travel_Frequently","1","2","3","99","3","1","2","1","Yes","12","3","6","2","2","5","3","2","3","Yes","3"
"E1002072","37","Male","Other","Divorced","Human Resources","Human Resources","Travel_Rarely","8","2","3","89","3","2","2","2","No","13","3","19","4","2","10","0","4","7","No","3"
"E1002076","33","Male","Life Sciences","Married","Research & Development","Research Scientist","Travel_Rarely","8","4","4","90","4","1","1","6","No","19","2","14","1","3","10","8","7","6","No","3"
"E1002079","46","Male","Life Sciences","Single","Sales","Sales Executive","Non-Travel","26","2","2","98","2","2","2","8","No","15","3","6","3","3","2","2","2","2","No","2"
"E1002080","40","Female","Life Sciences","Married","Research & Development","Laboratory Technician","Travel_Rarely","2","2","3","99","3","1","1","4","No","17","4","7","5","2","4","3","0","2","No","3"
"E1002082","35","Male","Medical","Divorced","Research & Development","Manager R&D","Non-Travel","2","2","2","90","3","2","4","2","No","14","3","15","6","3","7","7","1","7","No","2"
"E1002083","38","Male","Human Resources","Divorced","Human Resources","Human Resources","Non-Travel","2","3","1","100","3","1","2","5","No","13","4","13","3","3","11","10","3","8","No","2"
"E1002085","34","Male","Life Sciences","Married","Research & Development","Laboratory Technician","Travel_Frequently","9","4","4","93","3","2","1","4","No","17","3","11","3","2","7","1","0","7","Yes","3"
"E1002090","39","Male","Life Sciences","Divorced","Sales","Sales Executive","Travel_Frequently","20","3","3","83","3","2","4","2","No","18","4","7","6","3","2","1","2","2","No","3"
"E1002091","43","Male","Life Sciences","Single","Research & Development","Research Scientist","Non-Travel","9","3","1","52","3","1","3","4","No","13","3","7","2","2","3","2","1","2","No","2"
"E1002092","41","Male","Life Sciences","Single","Research & Development","Healthcare Representative","Travel_Rarely","5","3","2","85","4","2","2","3","No","12","1","11","3","1","3","2","1","2","No","2"
"E1002093","41","Female","Marketing","Divorced","Sales","Sales Executive","Travel_Rarely","4","1","3","81","3","3","3","0","Yes","13","4","23","3","4","22","14","13","5","No","3"
"E1002101","34","Male","Technical Degree","Married","Sales","Sales Executive","Travel_Rarely","8","2","2","92","4","2","3","1","No","21","3","10","5","3","10","8","4","8","No","2"
"E1002102","58","Male","Medical","Divorced","Sales","Manager","Non-Travel","2","3","2","52","3","4","2","4","No","22","4","37","0","2","16","9","14","14","No","2"
"E1002104","35","Male","Medical","Married","Research & Development","Laboratory Technician","Travel_Rarely","23","4","2","91","1","1","3","0","No","16","2","6","2","4","5","4","0","3","No","3"
"E1002105","47","Female","Life Sciences","Divorced","Research & Development","Manager R&D","Travel_Rarely","4","3","3","92","2","3","2","8","Yes","12","3","28","4","3","22","11","14","10","No","3"
"E1002107","40","Female","Life Sciences","Divorced","Research & Development","Healthcare Representative","Travel_Rarely","12","3","2","47","3","2","1","2","No","12","2","15","3","3","7","4","7","7","No","2"
"E1002108","54","Female","Medical","Married","Research & Development","Research Scientist","Travel_Rarely","7","4","4","68","3","2","4","4","No","15","2","14","2","2","7","1","1","7","No","3"
"E1002111","31","Female","Marketing","Married","Sales","Sales Executive","Travel_Frequently","7","4","1","68","3","3","1","2","No","14","4","9","3","3","3","2","2","2","No","2"
"E1002113","38","Female","Marketing","Married","Sales","Sales Representative","Travel_Rarely","2","4","2","77","1","2","4","2","Yes","20","1","20","4","2","4","2","0","3","No","3"
"E1002114","26","Male","Medical","Single","Sales","Sales Executive","Travel_Rarely","10","3","3","46","3","2","4","1","No","13","1","5","4","3","5","3","1","2","No","3"
"E1002115","58","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Frequently","15","4","1","87","3","4","3","2","Yes","14","2","23","3","3","2","2","2","2","No","2"
"E1002117","18","Female","Medical","Single","Research & Development","Manager R&D","Non-Travel","14","3","2","33","3","1","3","1","No","16","3","0","4","1","0","0","0","0","No","3"
"E1002120","31","Male","Human Resources","Married","Human Resources","Human Resources","Travel_Rarely","18","5","4","89","4","1","1","0","No","17","3","2","4","3","1","0","0","0","Yes","3"
"E1002123","45","Female","Life Sciences","Married","Sales","Sales Executive","Non-Travel","2","4","3","67","3","2","3","4","No","22","2","10","3","4","8","7","5","7","No","4"
"E1002125","36","Female","Other","Married","Research & Development","Research Scientist","Travel_Rarely","2","4","4","73","3","2","2","4","Yes","22","4","15","2","3","1","0","0","0","No","4"
"E1002127","43","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Frequently","2","4","1","92","3","2","4","1","No","20","3","7","5","3","7","7","7","7","No","2"
"E1002128","27","Female","Life Sciences","Single","Research & Development","Manager R&D","Travel_Frequently","5","2","4","53","3","1","4","0","Yes","14","3","6","3","2","5","4","0","2","No","3"
"E1002130","29","Male","Medical","Married","Research & Development","Laboratory Technician","Travel_Frequently","20","1","4","40","3","1","4","1","No","13","2","11","3","4","11","8","3","10","No","3"
"E1002131","32","Male","Marketing","Single","Sales","Sales Executive","Travel_Frequently","10","4","4","79","3","2","4","8","No","13","3","4","2","4","0","0","0","0","No","3"
"E1002132","42","Male","Technical Degree","Married","Research & Development","Research Scientist","Non-Travel","10","4","3","38","3","1","3","3","No","22","2","10","1","2","6","3","3","3","No","4"
"E1002134","47","Female","Life Sciences","Single","Research & Development","Laboratory Technician","Travel_Rarely","9","4","2","64","3","1","3","4","No","12","3","7","2","3","2","2","2","0","No","2"
"E1002135","46","Male","Life Sciences","Divorced","Research & Development","Manufacturing Director","Travel_Rarely","2","2","4","82","3","3","4","3","No","14","3","12","4","2","9","8","4","7","No","3"
"E1002136","28","Male","Life Sciences","Divorced","Human Resources","Human Resources","Non-Travel","1","2","3","43","3","1","4","1","No","15","2","3","2","3","3","2","2","2","No","3"
"E1002137","29","Male","Life Sciences","Divorced","Research & Development","Healthcare Representative","Travel_Rarely","29","1","4","93","1","2","3","8","No","17","4","11","3","3","7","0","1","6","No","3"
"E1002138","42","Male","Life Sciences","Single","Research & Development","Manager R&D","Travel_Rarely","8","3","4","81","3","1","3","4","No","13","4","8","3","3","0","0","0","0","No","3"
"E1002140","32","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","2","4","3","82","2","2","2","7","Yes","12","3","7","3","2","2","2","2","2","Yes","3"
"E1002141","46","Female","Technical Degree","Divorced","Sales","Sales Executive","Travel_Rarely","3","3","1","45","4","4","1","2","No","12","4","25","5","3","19","17","2","8","No","2"
"E1002142","27","Female","Medical","Married","Sales","Sales Representative","Travel_Rarely","23","1","2","36","2","2","3","1","No","21","4","9","5","3","9","8","5","8","No","2"
"E1002143","29","Male","Medical","Married","Human Resources","Human Resources","Travel_Rarely","6","1","4","87","2","1","2","1","No","11","4","1","3","3","1","0","0","0","No","3"
"E1002145","48","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Rarely","10","3","4","91","2","5","2","4","No","12","4","29","3","3","22","10","12","9","No","3"
"E1002146","29","Male","Life Sciences","Single","Research & Development","Research Scientist","Travel_Frequently","24","2","4","73","2","1","4","1","Yes","24","2","1","3","2","1","0","1","0","Yes","4"
"E1002151","55","Male","Technical Degree","Married","Research & Development","Research Scientist","Travel_Rarely","2","4","2","98","2","1","4","8","No","20","2","19","2","4","5","2","0","4","No","3"
"E1002153","28","Female","Medical","Married","Sales","Sales Representative","Travel_Rarely","3","3","2","78","3","1","2","1","No","19","4","1","3","3","1","0","0","0","No","3"
"E1002154","30","Male","Medical","Single","Sales","Sales Representative","Travel_Rarely","9","3","2","89","3","1","4","1","No","13","3","1","3","2","1","0","0","0","Yes","3"
"E1002156","22","Male","Life Sciences","Single","Research & Development","Research Scientist","Travel_Rarely","7","1","4","75","3","1","2","1","Yes","23","1","1","2","3","1","0","0","0","Yes","4"
"E1002158","36","Female","Technical Degree","Married","Sales","Sales Executive","Travel_Rarely","10","4","2","63","2","2","3","1","Yes","13","1","10","4","3","10","9","1","7","No","2"
"E1002160","34","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","4","3","3","64","3","3","4","2","Yes","13","4","9","3","3","5","3","1","0","No","3"
"E1002161","29","Male","Life Sciences","Single","Research & Development","Laboratory Technician","Travel_Rarely","7","3","4","59","3","1","1","3","No","14","2","11","2","3","3","2","1","2","No","3"
"E1002163","37","Male","Medical","Married","Research & Development","Research Scientist","Travel_Rarely","7","4","4","78","3","2","1","5","Yes","22","3","16","2","3","5","3","0","4","No","4"
"E1002164","35","Female","Other","Married","Research & Development","Manufacturing Director","Travel_Rarely","16","2","4","44","2","2","2","0","Yes","11","4","4","2","3","3","2","0","2","No","3"
"E1002166","45","Female","Life Sciences","Married","Research & Development","Manufacturing Director","Travel_Rarely","25","2","2","93","2","2","4","0","No","13","4","10","2","2","9","8","3","8","No","2"
"E1002168","36","Male","Human Resources","Single","Human Resources","Human Resources","Travel_Frequently","2","1","2","94","2","2","4","1","No","21","4","10","2","2","10","1","0","8","No","4"
"E1002170","40","Male","Life Sciences","Divorced","Research & Development","Manager R&D","Travel_Rarely","1","4","1","98","3","4","1","2","No","11","1","22","3","3","19","7","11","16","No","2"
"E1002171","26","Female","Life Sciences","Married","Research & Development","Research Scientist","Travel_Rarely","1","2","2","90","2","1","3","1","Yes","13","3","1","3","2","1","0","1","0","No","3"
"E1002176","27","Female","Medical","Single","Sales","Sales Executive","Travel_Rarely","2","2","1","89","4","2","3","0","No","14","2","9","5","2","8","7","0","7","No","3"
"E1002178","48","Female","Medical","Divorced","Research & Development","Manager","Travel_Frequently","22","3","4","58","3","4","4","3","No","11","2","24","3","3","22","17","4","7","No","3"
"E1002181","44","Male","Life Sciences","Married","Research & Development","Healthcare Representative","Travel_Rarely","1","4","2","78","4","2","1","2","No","15","4","10","5","3","2","0","2","2","No","3"
"E1002183","34","Male","Technical Degree","Married","Research & Development","Research Scientist","Non-Travel","16","4","4","85","1","1","1","1","Yes","23","2","5","2","3","5","2","3","0","Yes","4"
"E1002185","56","Male","Life Sciences","Single","Research & Development","Manager R&D","Travel_Rarely","24","2","1","97","3","1","4","1","No","16","4","5","3","3","4","2","1","0","Yes","2"
"E1002186","36","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","17","2","3","33","2","2","2","2","No","16","3","12","1","1","4","2","1","3","No","2"
"E1002187","41","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","8","3","3","54","3","2","2","5","No","21","3","14","3","3","5","4","1","4","No","4"
"E1002189","42","Male","Medical","Married","Research & Development","Manager R&D","Travel_Rarely","6","3","3","83","3","3","1","9","No","13","2","18","3","4","13","7","5","7","No","3"
"E1002190","31","Female","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","10","2","3","86","3","2","4","2","Yes","11","4","8","2","3","5","2","1","4","No","3"
"E1002193","34","Female","Medical","Married","Sales","Sales Executive","Travel_Rarely","3","1","4","75","2","2","4","3","Yes","12","3","9","3","2","4","2","0","1","No","3"
"E1002194","31","Female","Medical","Divorced","Research & Development","Laboratory Technician","Travel_Rarely","4","3","1","62","4","1","3","8","No","12","2","4","0","2","2","2","2","2","No","2"
"E1002196","26","Male","Other","Married","Research & Development","Manager R&D","Travel_Frequently","6","3","3","61","4","1","4","0","No","18","1","8","3","3","7","7","7","7","No","3"
"E1002200","45","Male","Medical","Single","Research & Development","Manager R&D","Travel_Frequently","1","4","2","44","3","2","3","4","No","12","3","12","3","3","4","2","0","3","No","3"
"E1002202","33","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","10","4","2","43","3","2","3","1","No","14","2","10","2","2","10","4","0","9","No","3"
"E1002205","28","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Frequently","1","2","3","42","2","2","4","1","Yes","12","3","7","2","3","7","7","0","7","No","3"
"E1002207","39","Female","Life Sciences","Married","Sales","Sales Executive","Non-Travel","21","4","1","32","1","2","3","6","No","19","3","10","1","3","3","2","1","2","No","2"
"E1002209","27","Male","Technical Degree","Married","Research & Development","Manager R&D","Travel_Rarely","2","4","2","41","3","1","2","1","No","11","3","6","3","2","5","3","1","2","No","2"
"E1002210","34","Male","Other","Married","Research & Development","Research Scientist","Travel_Frequently","22","4","3","86","2","2","4","1","Yes","15","2","16","3","3","15","10","6","11","No","3"
"E1002212","47","Male","Technical Degree","Married","Research & Development","Manager R&D","Non-Travel","14","4","3","64","3","2","2","8","No","18","3","16","4","4","8","7","1","7","No","3"
"E1002213","56","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","11","5","4","89","2","2","1","4","No","16","3","6","3","3","0","0","0","0","No","3"
"E1002215","38","Female","Medical","Divorced","Research & Development","Manager R&D","Travel_Frequently","8","3","4","58","2","2","2","1","Yes","16","3","20","3","3","20","11","0","7","No","3"
"E1002216","58","Female","Life Sciences","Married","Sales","Manager","Travel_Rarely","21","3","4","72","3","4","4","4","Yes","13","3","29","2","2","1","0","0","0","No","3"
"E1002217","32","Female","Life Sciences","Single","Research & Development","Research Scientist","Travel_Frequently","5","2","1","47","4","1","3","3","Yes","14","1","8","2","3","4","1","0","3","Yes","3"
"E1002218","38","Male","Life Sciences","Divorced","Research & Development","Manager R&D","Travel_Rarely","9","2","2","71","3","1","4","2","No","19","4","10","0","4","5","2","0","3","No","4"
"E1002219","49","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Frequently","2","1","2","42","3","5","4","3","No","15","4","28","3","3","5","4","4","3","No","2"
"E1002221","42","Male","Marketing","Divorced","Sales","Sales Executive","Travel_Rarely","12","4","2","77","3","2","4","3","Yes","12","3","14","4","3","0","0","0","0","No","3"
"E1002222","27","Female","Human Resources","Married","Human Resources","Human Resources","Travel_Frequently","22","3","1","58","2","1","2","1","No","12","1","1","2","3","1","0","0","0","Yes","3"
"E1002223","35","Male","Medical","Married","Sales","Sales Executive","Travel_Rarely","18","4","2","71","3","2","1","0","No","16","4","6","2","1","5","3","0","4","No","2"
"E1002225","28","Male","Medical","Single","Research & Development","Manager R&D","Non-Travel","16","3","3","49","3","1","3","1","No","14","3","5","3","2","5","3","1","4","No","3"
"E1002226","31","Male","Medical","Divorced","Research & Development","Research Scientist","Non-Travel","3","2","3","48","3","1","1","1","Yes","13","4","4","3","4","4","2","2","3","No","3"
"E1002227","36","Male","Life Sciences","Married","Research & Development","Manager R&D","Non-Travel","9","4","1","66","4","1","2","1","No","22","2","5","3","3","5","4","0","2","No","3"
"E1002228","34","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","1","3","1","32","3","3","4","1","No","21","1","14","3","2","14","8","2","1","No","2"
"E1002229","34","Male","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","13","4","4","39","3","3","3","1","No","18","3","9","2","2","8","7","1","1","No","3"
"E1002230","26","Male","Medical","Single","Research & Development","Laboratory Technician","Travel_Rarely","1","3","3","95","3","1","1","0","No","13","4","8","6","2","7","7","7","6","No","3"
"E1002233","32","Female","Medical","Divorced","Research & Development","Manager R&D","Non-Travel","15","4","3","34","3","2","4","5","No","18","2","9","6","3","5","1","1","2","No","3"
"E1002238","28","Male","Technical Degree","Divorced","Research & Development","Manager R&D","Travel_Rarely","17","3","3","32","2","1","4","5","No","12","1","6","2","2","4","1","0","3","Yes","3"
"E1002239","38","Male","Life Sciences","Single","Sales","Sales Representative","Travel_Rarely","1","3","1","59","2","1","1","4","No","14","1","20","3","2","1","0","0","0","No","3"
"E1002240","35","Female","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","7","4","3","55","3","2","4","1","Yes","11","4","10","2","3","10","8","0","9","No","3"
"E1002243","27","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","9","3","4","44","3","2","4","1","No","14","1","7","5","3","7","7","0","7","No","3"
"E1002244","32","Male","Life Sciences","Single","Research & Development","Manager R&D","Travel_Rarely","5","4","4","56","2","2","4","8","No","24","2","8","1","3","1","0","0","0","No","4"
"E1002245","31","Male","Marketing","Married","Sales","Sales Executive","Travel_Frequently","26","4","1","63","3","2","4","1","Yes","11","3","10","4","3","10","7","0","8","Yes","3"
"E1002246","53","Male","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","24","4","1","66","3","3","1","6","Yes","13","2","15","2","2","2","2","2","2","Yes","2"
"E1002247","54","Female","Life Sciences","Married","Research & Development","Research Scientist","Travel_Rarely","9","2","1","67","3","2","3","3","No","11","3","9","6","2","4","3","2","3","No","2"
"E1002248","33","Male","Life Sciences","Divorced","Research & Development","Manager R&D","Travel_Frequently","7","2","4","36","3","2","3","1","No","20","3","9","2","3","9","7","2","8","No","4"
"E1002249","43","Male","Life Sciences","Married","Research & Development","Healthcare Representative","Travel_Rarely","11","3","1","30","3","3","3","1","No","17","2","10","1","3","10","9","0","9","No","3"
"E1002250","38","Male","Other","Married","Human Resources","Human Resources","Travel_Frequently","1","4","4","88","3","1","2","0","Yes","11","2","7","2","3","6","2","1","2","No","3"
"E1002251","55","Male","Human Resources","Married","Human Resources","Manager","Travel_Rarely","26","4","3","71","4","5","2","4","Yes","18","1","35","0","3","10","9","1","4","No","3"
"E1002252","31","Female","Medical","Divorced","Research & Development","Manager R&D","Travel_Rarely","2","1","4","59","1","1","4","1","Yes","11","3","1","4","3","1","0","0","0","No","3"
"E1002253","39","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","15","4","2","77","3","4","1","0","No","12","1","21","3","3","20","8","11","10","No","2"
"E1002254","42","Male","Life Sciences","Single","Research & Development","Research Scientist","Non-Travel","23","2","4","37","2","2","3","1","No","12","4","20","2","3","20","9","3","7","No","3"
"E1002257","31","Female","Medical","Married","Research & Development","Research Director","Non-Travel","10","3","3","40","3","3","3","4","No","20","3","13","2","4","11","7","4","8","No","4"
"E1002258","54","Female","Medical","Single","Research & Development","Manufacturing Director","Travel_Rarely","10","3","3","77","3","2","1","6","Yes","19","4","9","3","3","5","2","1","4","No","3"
"E1002259","24","Male","Life Sciences","Single","Research & Development","Healthcare Representative","Travel_Rarely","1","2","2","45","2","2","3","1","No","12","2","4","2","2","4","3","1","2","No","2"
"E1002260","23","Male","Other","Single","Research & Development","Laboratory Technician","Travel_Rarely","12","2","4","78","3","1","4","1","No","13","3","5","6","4","5","2","1","4","No","3"
"E1002263","40","Female","Technical Degree","Married","Research & Development","Laboratory Technician","Travel_Frequently","11","3","4","73","3","2","3","1","No","11","1","10","2","4","10","9","9","4","No","3"
"E1002264","40","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","2","2","2","92","3","2","2","3","No","14","3","15","4","3","11","8","5","10","No","2"
"E1002265","25","Female","Human Resources","Married","Human Resources","Human Resources","Travel_Rarely","2","3","3","82","3","1","2","4","No","14","3","6","3","3","2","0","1","2","No","3"
"E1002267","30","Male","Medical","Married","Research & Development","Laboratory Technician","Travel_Rarely","1","2","4","76","3","1","2","1","No","13","3","12","6","2","12","8","1","7","No","3"
"E1002270","25","Male","Other","Divorced","Research & Development","Laboratory Technician","Travel_Rarely","2","1","4","57","3","1","3","6","Yes","19","3","7","2","2","2","2","0","2","No","3"
"E1002271","47","Male","Medical","Single","Research & Development","Manager R&D","Travel_Rarely","25","3","1","84","3","3","3","2","No","23","2","25","3","3","17","14","12","11","No","2"
"E1002273","38","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","1","4","4","86","3","2","2","0","No","15","1","16","3","3","15","13","5","8","No","3"
"E1002274","31","Male","Life Sciences","Married","Sales","Sales Representative","Travel_Rarely","2","2","1","54","3","1","3","0","No","19","3","3","1","3","2","2","1","2","No","2"
"E1002276","42","Male","Life Sciences","Divorced","Research & Development","Research Scientist","Travel_Rarely","18","4","4","35","3","2","1","6","Yes","17","3","9","3","2","4","3","1","2","No","3"
"E1002277","41","Male","Life Sciences","Married","Research & Development","Research Scientist","Travel_Rarely","1","3","4","76","3","1","4","3","No","22","1","12","3","3","5","3","1","0","No","4"
"E1002278","47","Female","Medical","Married","Research & Development","Research Scientist","Non-Travel","1","1","3","98","3","3","2","0","No","18","1","14","3","1","13","8","5","12","No","2"
"E1002281","35","Male","Medical","Married","Research & Development","Research Director","Travel_Rarely","11","4","4","43","3","1","3","7","Yes","11","3","5","3","3","2","2","2","2","No","3"
"E1002285","22","Male","Life Sciences","Single","Research & Development","Research Scientist","Travel_Rarely","1","2","4","63","3","1","3","0","No","12","4","4","2","4","3","2","1","2","No","3"
"E1002286","35","Male","Medical","Single","Research & Development","Research Scientist","Travel_Rarely","9","4","2","48","3","2","3","1","No","19","2","10","5","3","10","7","0","8","No","3"
"E1002287","33","Female","Medical","Married","Research & Development","Healthcare Representative","Travel_Rarely","15","2","2","95","3","2","4","0","Yes","13","1","10","6","3","9","7","8","1","No","2"
"E1002288","32","Female","Life Sciences","Single","Research & Development","Laboratory Technician","Travel_Rarely","29","4","3","49","2","1","2","1","No","13","3","6","3","3","6","2","4","1","No","3"
"E1002290","40","Male","Life Sciences","Married","Research & Development","Laboratory Technician","Travel_Rarely","1","4","1","83","3","1","4","8","No","19","3","8","3","2","1","0","0","0","No","3"
"E1002291","32","Male","Medical","Married","Sales","Sales Representative","Travel_Rarely","1","4","2","68","2","1","2","0","No","14","2","3","2","3","2","2","2","2","No","2"
"E1002292","39","Male","Life Sciences","Single","Research & Development","Research Scientist","Travel_Rarely","24","1","1","52","3","2","4","7","No","13","1","18","2","3","7","7","1","7","No","2"
"E1002293","38","Female","Medical","Married","Research & Development","Research Director","Travel_Rarely","10","3","2","99","1","3","3","3","No","12","1","20","3","3","18","16","1","11","No","2"
"E1002295","37","Female","Life Sciences","Married","Research & Development","Research Director","Travel_Rarely","10","3","3","42","4","3","4","1","Yes","25","1","16","2","3","16","11","6","8","No","4"
"E1002296","25","Female","Other","Divorced","Sales","Sales Executive","Travel_Rarely","8","2","1","85","3","2","3","0","Yes","22","2","6","3","2","5","3","0","4","No","3"
"E1002297","52","Male","Life Sciences","Divorced","Sales","Sales Representative","Non-Travel","29","4","1","40","3","1","4","2","No","15","2","16","3","2","9","8","0","0","No","3"
"E1002298","44","Male","Medical","Single","Research & Development","Research Scientist","Travel_Rarely","1","3","2","42","3","1","4","6","Yes","12","3","6","2","3","4","3","1","2","No","2"
"E1002299","21","Male","Medical","Single","Sales","Sales Representative","Travel_Rarely","5","1","3","58","3","1","1","1","Yes","11","4","2","6","3","2","2","1","2","No","3"
"E1002301","23","Male","Marketing","Married","Sales","Sales Representative","Travel_Frequently","9","3","4","33","3","1","1","1","No","19","1","1","3","2","1","0","1","0","Yes","3"
"E1002302","36","Female","Medical","Married","Sales","Sales Executive","Travel_Rarely","3","3","1","94","2","3","4","0","No","19","3","10","2","3","9","7","3","4","No","2"
"E1002303","36","Female","Life Sciences","Divorced","Research & Development","Manufacturing Director","Travel_Frequently","4","2","4","97","3","2","2","7","No","13","2","18","3","3","4","2","0","2","No","3"
"E1002304","56","Male","Life Sciences","Divorced","Research & Development","Healthcare Representative","Non-Travel","1","4","3","57","3","2","3","1","No","21","1","13","2","2","13","12","1","9","No","4"
"E1002305","29","Male","Medical","Married","Research & Development","Research Scientist","Travel_Rarely","1","4","1","36","3","1","4","9","Yes","14","2","4","3","4","2","2","2","2","Yes","2"
"E1002310","56","Male","Technical Degree","Married","Research & Development","Laboratory Technician","Travel_Rarely","7","2","4","72","3","1","3","8","No","11","4","14","4","1","10","9","9","8","Yes","2"
"E1002312","41","Female","Life Sciences","Married","Research & Development","Manufacturing Director","Travel_Rarely","28","4","1","60","2","4","2","0","No","23","3","21","3","3","20","7","0","10","No","3"
"E1002313","34","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","28","3","4","95","2","2","3","1","No","21","4","8","2","3","8","7","1","7","No","4"
"E1002314","36","Male","Marketing","Divorced","Sales","Sales Executive","Non-Travel","15","4","4","88","1","2","4","1","No","24","1","15","4","2","15","12","11","11","No","4"
"E1002315","41","Male","Life Sciences","Divorced","Sales","Sales Executive","Travel_Rarely","3","3","3","57","2","2","2","2","No","11","3","14","5","3","5","4","0","4","No","3"
"E1002316","32","Male","Technical Degree","Single","Research & Development","Research Scientist","Travel_Rarely","2","3","4","78","3","1","1","1","No","14","4","4","4","3","4","2","1","2","No","3"
"E1002318","35","Female","Life Sciences","Single","Human Resources","Human Resources","Travel_Rarely","26","4","3","31","3","3","4","1","Yes","16","3","9","2","3","9","0","1","7","No","3"
"E1002319","38","Female","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","10","2","1","100","3","2","4","1","No","11","3","10","1","3","10","7","1","9","No","2"
"E1002322","50","Male","Life Sciences","Divorced","Sales","Sales Executive","Travel_Frequently","1","4","2","94","3","2","3","7","No","12","4","12","3","3","6","3","0","1","Yes","4"
"E1002323","36","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","11","4","2","100","2","2","4","4","No","13","1","8","2","2","6","3","0","0","No","3"
"E1002326","40","Male","Life Sciences","Single","Research & Development","Research Scientist","Travel_Rarely","2","4","3","52","2","1","3","2","No","14","4","8","2","3","2","2","2","2","No","3"
"E1002327","35","Male","Life Sciences","Married","Research & Development","Research Scientist","Travel_Frequently","18","4","3","80","3","2","3","1","Yes","14","4","10","2","4","10","2","0","2","No","3"
"E1002329","40","Female","Medical","Married","Research & Development","Research Scientist","Travel_Rarely","2","4","3","98","3","1","3","2","No","14","2","20","2","3","5","3","0","2","No","3"
"E1002330","35","Female","Life Sciences","Married","Research & Development","Research Scientist","Travel_Rarely","1","4","3","62","1","1","4","1","No","12","4","4","5","3","4","3","1","1","No","3"
"E1002331","29","Male","Other","Married","Research & Development","Research Scientist","Travel_Rarely","13","2","4","46","2","2","2","4","Yes","13","1","10","2","3","4","3","0","3","No","3"
"E1002332","29","Female","Medical","Single","Research & Development","Research Scientist","Travel_Rarely","28","4","4","73","2","1","1","1","No","14","2","5","3","1","5","4","0","4","No","2"
"E1002333","50","Male","Marketing","Divorced","Sales","Sales Executive","Travel_Rarely","28","3","4","39","2","3","1","4","Yes","13","2","20","3","3","3","2","2","0","Yes","3"
"E1002334","39","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","24","1","2","60","2","4","4","0","No","11","1","21","2","2","20","9","9","6","No","2"
"E1002335","31","Male","Medical","Single","Research & Development","Manufacturing Director","Non-Travel","5","3","2","74","3","2","1","0","No","19","2","10","2","3","9","4","1","7","No","2"
"E1002338","26","Female","Other","Single","Sales","Sales Representative","Travel_Rarely","5","3","4","30","2","1","3","0","No","18","4","5","2","3","4","2","0","0","No","3"
